file_name,network,station,instrument_type,station_lat,station_lon,station_elv,p_arrival_time,p_probability,s_arrival_time,s_probability,start_dt,end_dt
OBF0/HE.OBF0..HHN__20250105T045500Z__20250105T045600Z.mseed,HE,OBF0,0,0,0,0,2025-01-05 05:00:48.590000,1.0,2025-01-05 05:00:48.590000,1.0,2025-01-05 04:55:00,2025-01-05 04:56:00
OBF0/HE.OBF0..HHN__20250105T045500Z__20250105T045600Z.mseed,HE,OBF0,0,0,0,0,2025-01-05 05:01:33.540000,0.9991770175836932,2025-01-05 05:01:33.540000,0.9991770175836932,2025-01-05 04:55:00,2025-01-05 04:56:00
OBF0/HE.OBF0..HHN__20250105T045500Z__20250105T045600Z.mseed,HE,OBF0,0,0,0,0,2025-01-05 05:01:38.090000,1.0,2025-01-05 05:01:38.090000,1.0,2025-01-05 04:55:00,2025-01-05 04:56:00
OBF0/HE.OBF0..HHN__20250105T045500Z__20250105T045600Z.mseed,HE,OBF0,0,0,0,0,2025-01-05 05:01:41.790000,0.8621868360176623,2025-01-05 05:01:41.790000,0.8621868360176623,2025-01-05 04:55:00,2025-01-05 04:56:00
OBF0/HE.OBF0..HHN__20250105T045500Z__20250105T045600Z.mseed,HE,OBF0,0,0,0,0,2025-01-05 05:01:46.990000,1.0,2025-01-05 05:01:46.990000,1.0,2025-01-05 04:55:00,2025-01-05 04:56:00
OBF0/HE.OBF0..HHN__20250105T045500Z__20250105T045600Z.mseed,HE,OBF0,0,0,0,0,2025-01-05 05:01:52.640000,0.7366178146051446,2025-01-05 05:01:52.640000,0.7366178146051446,2025-01-05 04:55:00,2025-01-05 04:56:00
OBF0/HE.OBF0..HHN__20250105T045500Z__20250105T045600Z.mseed,HE,OBF0,0,0,0,0,2025-01-05 05:01:59.290000,1.0,2025-01-05 05:02:00.590000,0.8676895548680376,2025-01-05 04:55:00,2025-01-05 04:56:00
OBF0/HE.OBF0..HHN__20250105T045500Z__20250105T045600Z.mseed,HE,OBF0,0,0,0,0,2025-01-05 05:02:11.490000,1.0,2025-01-05 05:02:14.140000,1.0,2025-01-05 04:55:00,2025-01-05 04:56:00
OBF0/HE.OBF0..HHN__20250105T045500Z__20250105T045600Z.mseed,HE,OBF0,0,0,0,0,2025-01-05 05:02:17.490000,1.0,2025-01-05 05:02:17.490000,1.0,2025-01-05 04:55:00,2025-01-05 04:56:00
OBF0/HE.OBF0..HHN__20250105T045500Z__20250105T045600Z.mseed,HE,OBF0,0,0,0,0,2025-01-05 05:02:26.240000,1.0,2025-01-05 05:02:26.240000,1.0,2025-01-05 04:55:00,2025-01-05 04:56:00
